Libellé Budget;Agrégat;Montant en € par habitant
SAINT-DENIS;Frais de personnel;1065
SAINT-DENIS;Subventions reçues et participations;124.2
SAINT-DENIS;Recettes totales hors emprunts;1947.5
SAINT-DENIS;Capacité ou besoin de financement;-40.9
SAINT-DENIS;Emprunts hors GAD;87.1
SAINT-DENIS;Remboursements d'emprunts hors GAD;125.2
SAINT-DENIS;Annuité de la dette;162.4
SAINT-DENIS;Dépenses d'investissement;509.3
SAINT-DENIS;Dépenses totales;2113.5
SAINT-DENIS;Epargne nette;70.2
SAINT-DENIS;Flux net de dette;-38
SAINT-DENIS;Recettes d'investissement;235.1
SAINT-DENIS;Recettes totales;2034.7
SAINT-DENIS;Variation du fonds de roulement;-78.9
SAINT-OUEN-SUR-SEINE;Autres dotations et subventions;122.2
SAINT-OUEN-SUR-SEINE;Autres impôts et taxes;65.6
SAINT-OUEN-SUR-SEINE;Charges financières;76.8
SAINT-OUEN-SUR-SEINE;Achats et charges externes;515.9
SAINT-OUEN-SUR-SEINE;Autres dotations de fonctionnement;6.8
SAINT-OUEN-SUR-SEINE;FCTVA;115.7
SAINT-OUEN-SUR-SEINE;Fiscalité reversée;532
SAINT-OUEN-SUR-SEINE;Fonds de roulement;244.8
SAINT-OUEN-SUR-SEINE;Impôts locaux;1599.7
SAINT-OUEN-SUR-SEINE;Péréquations et compensations fiscales;148.2
SAINT-OUEN-SUR-SEINE;Produit des cessions d'immobilisations;46.4
SAINT-OUEN-SUR-SEINE;Recettes de fonctionnement;2269.3
SAINT-OUEN-SUR-SEINE;Recettes d'investissement hors emprunts;309.6
SAINT-OUEN-SUR-SEINE;Subventions aux personnes de droit privé;72.7
SAINT-OUEN-SUR-SEINE;Subventions d'équipement versées;3.5
SAINT-OUEN-SUR-SEINE;Epargne de gestion;321.6
SAINT-OUEN-SUR-SEINE;Concours de l'Etat;181.3
SAINT-OUEN-SUR-SEINE;Crédits de trésorerie;0
SAINT-OUEN-SUR-SEINE;Dépenses de fonctionnement;2019.4
SAINT-OUEN-SUR-SEINE;Dépenses d'équipement;226.6
SAINT-OUEN-SUR-SEINE;Dépenses d'intervention;136.2
SAINT-OUEN-SUR-SEINE;Dépenses d'investissement hors remb;374.6
SAINT-OUEN-SUR-SEINE;Dépôts au Trésor;467.1
SAINT-OUEN-SUR-SEINE;Dotation globale de fonctionnement;26.3
SAINT-OUEN-SUR-SEINE;Encours de dette;1636.1
SAINT-OUEN-SUR-SEINE;Encours de dette - Dépôts et cautionnements reçus;1.7
SAINT-OUEN-SUR-SEINE;Ventes de biens et services;155.4
SAINT-OUEN-SUR-SEINE;Autres dépenses de fonctionnement;55
SAINT-OUEN-SUR-SEINE;Autres dépenses d'investissement;144.5
SAINT-OUEN-SUR-SEINE;Autres recettes de fonctionnement;83.4
SAINT-OUEN-SUR-SEINE;Autres recettes d'investissement;71.7
SAINT-OUEN-SUR-SEINE;Dépenses totales hors remb;2394
SAINT-OUEN-SUR-SEINE;Epargne brute;249.9
SAINT-OUEN-SUR-SEINE;Impôts et taxes;1665.2
SAINT-OUEN-SUR-SEINE;Encours de dette - Dettes bancaires et assimilées;1634.4
SAINT-OUEN-SUR-SEINE;Frais de personnel;1235.5
SAINT-OUEN-SUR-SEINE;Subventions reçues et participations;184
SAINT-OUEN-SUR-SEINE;Recettes totales hors emprunts;2578.9
SAINT-OUEN-SUR-SEINE;Capacité ou besoin de financement;184.9
SAINT-OUEN-SUR-SEINE;Emprunts hors GAD;187.5
SAINT-OUEN-SUR-SEINE;Remboursements d'emprunts hors GAD;293
SAINT-OUEN-SUR-SEINE;Annuité de la dette;369.8
SAINT-OUEN-SUR-SEINE;Dépenses d'investissement;667.6
SAINT-OUEN-SUR-SEINE;Dépenses totales;2687
SAINT-OUEN-SUR-SEINE;Epargne nette;-43
SAINT-OUEN-SUR-SEINE;Flux net de dette;-105.4
SAINT-OUEN-SUR-SEINE;Recettes d'investissement;497.2
SAINT-OUEN-SUR-SEINE;Recettes totales;2766.5
SAINT-OUEN-SUR-SEINE;Variation du fonds de roulement;79.5
SEVRAN;Autres dotations et subventions;50.7
SEVRAN;Autres impôts et taxes;32.5
SEVRAN;Charges financières;44.2
SEVRAN;Achats et charges externes;473.7
SEVRAN;Autres dotations de fonctionnement;2.9
SEVRAN;FCTVA;59.1
SEVRAN;Fiscalité reversée;94.5
SEVRAN;Fonds de roulement;-24.6
SEVRAN;Impôts locaux;1032.6
SEVRAN;Péréquations et compensations fiscales;31.5
SEVRAN;Produit des cessions d'immobilisations;18.2
SEVRAN;Recettes de fonctionnement;1880.9
SEVRAN;Recettes d'investissement hors emprunts;128.1
SEVRAN;Subventions aux personnes de droit privé;38.9
SEVRAN;Subventions d'équipement versées;3.7
SEVRAN;Epargne de gestion;268.9
SEVRAN;Concours de l'Etat;557.6
SEVRAN;Crédits de trésorerie;28.8
SEVRAN;Dépenses de fonctionnement;1656.3
SEVRAN;Dépenses d'équipement;470.2
SEVRAN;Dépenses d'intervention;97.9
SEVRAN;Dépenses d'investissement hors remb;473.9
SEVRAN;Dépôts au Trésor;58.7
SEVRAN;Dotation globale de fonctionnement;523.3
SEVRAN;Encours de dette;1263.6
SEVRAN;Encours de dette - Dépôts et cautionnements reçus;0.9
SEVRAN;Ventes de biens et services;94.7
SEVRAN;Autres dépenses de fonctionnement;31.9
SEVRAN;Autres dépenses d'investissement;0
SEVRAN;Autres recettes de fonctionnement;27.9
SEVRAN;Autres recettes d'investissement;18.3
SEVRAN;Dépenses totales hors remb;2130.1
SEVRAN;Epargne brute;224.6
SEVRAN;Impôts et taxes;1065.2
SEVRAN;Encours de dette - Dettes bancaires et assimilées;1262.7
SEVRAN;Frais de personnel;1008.5
SEVRAN;Subventions reçues et participations;135.5
SEVRAN;Recettes totales hors emprunts;2009
SEVRAN;Capacité ou besoin de financement;-121.1
SEVRAN;Emprunts hors GAD;155.8
SEVRAN;Remboursements d'emprunts hors GAD;156.5
SEVRAN;Annuité de la dette;200.7
SEVRAN;Dépenses d'investissement;630.4
SEVRAN;Dépenses totales;2286.6
SEVRAN;Epargne nette;68.1
SEVRAN;Flux net de dette;-0.7
SEVRAN;Recettes d'investissement;283.9
SEVRAN;Recettes totales;2164.7
SEVRAN;Variation du fonds de roulement;-121.9
STAINS;Autres dotations et subventions;34.1
STAINS;Autres impôts et taxes;28.6
STAINS;Charges financières;47.2
STAINS;Achats et charges externes;316
STAINS;Autres dotations de fonctionnement;0.7
STAINS;FCTVA;18.1
STAINS;Fiscalité reversée;-34
STAINS;Fonds de roulement;80.2
STAINS;Impôts locaux;805.2
STAINS;Péréquations et compensations fiscales;31.3
STAINS;Produit des cessions d'immobilisations;9.8
STAINS;Recettes de fonctionnement;1688.3
STAINS;Recettes d'investissement hors emprunts;62
STAINS;Subventions aux personnes de droit privé;26.4
STAINS;Subventions d'équipement versées;0
STAINS;Epargne de gestion;142.6
STAINS;Concours de l'Etat;609
STAINS;Crédits de trésorerie;49.5
STAINS;Dépenses de fonctionnement;1578.6
STAINS;Dépenses d'équipement;130.6
STAINS;Dépenses d'intervention;176.6
STAINS;Dépenses d'investissement hors remb;132.2
STAINS;Dépôts au Trésor;94.1
STAINS;Dotation globale de fonctionnement;577
STAINS;Encours de dette;1182.7
STAINS;Encours de dette - Dépôts et cautionnements reçus;1.5
STAINS;Ventes de biens et services;67.1
STAINS;Autres dépenses de fonctionnement;27.7
STAINS;Autres dépenses d'investissement;1.6
STAINS;Autres recettes de fonctionnement;47.1
STAINS;Autres recettes d'investissement;9.8
STAINS;Dépenses totales hors remb;1710.7
STAINS;Epargne brute;109.8
STAINS;Impôts et taxes;833.8
STAINS;Encours de dette - Dettes bancaires et assimilées;1181.3
STAINS;Frais de personnel;1011.1
STAINS;Subventions reçues et participations;131.2
STAINS;Recettes totales hors emprunts;1750.3
STAINS;Capacité ou besoin de financement;39.6
STAINS;Emprunts hors GAD;55.6
STAINS;Remboursements d'emprunts hors GAD;144.9
STAINS;Annuité de la dette;192.1
STAINS;Dépenses d'investissement;277
STAINS;Dépenses totales;1855.6
STAINS;Epargne nette;-35.1
STAINS;Flux net de dette;-89.2
STAINS;Recettes d'investissement;117.7
STAINS;Recettes totales;1806
STAINS;Variation du fonds de roulement;-49.6
TREMBLAY-EN-FRANCE;Autres dotations et subventions;106.3
TREMBLAY-EN-FRANCE;Autres impôts et taxes;216.8
TREMBLAY-EN-FRANCE;Charges financières;1.3
TREMBLAY-EN-FRANCE;Achats et charges externes;580.4
TREMBLAY-EN-FRANCE;Autres dotations de fonctionnement;12.9
TREMBLAY-EN-FRANCE;FCTVA;56.5
TREMBLAY-EN-FRANCE;Fiscalité reversée;1326
TREMBLAY-EN-FRANCE;Fonds de roulement;470.9
TREMBLAY-EN-FRANCE;Impôts locaux;2331
TREMBLAY-EN-FRANCE;Péréquations et compensations fiscales;358.1
TREMBLAY-EN-FRANCE;Produit des cessions d'immobilisations;0
TREMBLAY-EN-FRANCE;Recettes de fonctionnement;3083.4
TREMBLAY-EN-FRANCE;Recettes d'investissement hors emprunts;208.3
TREMBLAY-EN-FRANCE;Subventions aux personnes de droit privé;275.1
TREMBLAY-EN-FRANCE;Subventions d'équipement versées;17.6
TREMBLAY-EN-FRANCE;Epargne de gestion;299.7
TREMBLAY-EN-FRANCE;Concours de l'Etat;376.4
TREMBLAY-EN-FRANCE;Crédits de trésorerie;0
TREMBLAY-EN-FRANCE;Dépenses de fonctionnement;2786.3
TREMBLAY-EN-FRANCE;Dépenses d'équipement;508.4
TREMBLAY-EN-FRANCE;Dépenses d'intervention;396.2
TREMBLAY-EN-FRANCE;Dépenses d'investissement hors remb;539.1
TREMBLAY-EN-FRANCE;Dépôts au Trésor;594
TREMBLAY-EN-FRANCE;Dotation globale de fonctionnement;5.4
TREMBLAY-EN-FRANCE;Encours de dette;157.2
TREMBLAY-EN-FRANCE;Encours de dette - Dépôts et cautionnements reçus;1
TREMBLAY-EN-FRANCE;Ventes de biens et services;47.2
TREMBLAY-EN-FRANCE;Autres dépenses de fonctionnement;42.3
TREMBLAY-EN-FRANCE;Autres dépenses d'investissement;13.1
TREMBLAY-EN-FRANCE;Autres recettes de fonctionnement;51.2
TREMBLAY-EN-FRANCE;Autres recettes d'investissement;45.6
TREMBLAY-EN-FRANCE;Dépenses totales hors remb;3325.4
TREMBLAY-EN-FRANCE;Epargne brute;297
TREMBLAY-EN-FRANCE;Impôts et taxes;2547.8
TREMBLAY-EN-FRANCE;Encours de dette - Dettes bancaires et assimilées;155.8
TREMBLAY-EN-FRANCE;Frais de personnel;1766.1
TREMBLAY-EN-FRANCE;Subventions reçues et participations;60.8
TREMBLAY-EN-FRANCE;Recettes totales hors emprunts;3291.7
TREMBLAY-EN-FRANCE;Capacité ou besoin de financement;-33.7
TREMBLAY-EN-FRANCE;Emprunts hors GAD;0.2
TREMBLAY-EN-FRANCE;Remboursements d'emprunts hors GAD;14.1
TREMBLAY-EN-FRANCE;Annuité de la dette;15.5
TREMBLAY-EN-FRANCE;Dépenses d'investissement;553.2
TREMBLAY-EN-FRANCE;Dépenses totales;3339.5
TREMBLAY-EN-FRANCE;Epargne nette;282.9
TREMBLAY-EN-FRANCE;Flux net de dette;-13.9
TREMBLAY-EN-FRANCE;Recettes d'investissement;208.6
TREMBLAY-EN-FRANCE;Recettes totales;3291.9
TREMBLAY-EN-FRANCE;Variation du fonds de roulement;-47.6
VAUJOURS;Autres dotations et subventions;55.8
VAUJOURS;Autres impôts et taxes;61.3
VAUJOURS;Charges financières;19.5
VAUJOURS;Achats et charges externes;486.1
VAUJOURS;Autres dotations de fonctionnement;0
VAUJOURS;FCTVA;0
VAUJOURS;Fiscalité reversée;546.1
VAUJOURS;Fonds de roulement;169.2
VAUJOURS;Impôts locaux;1178.3
VAUJOURS;Péréquations et compensations fiscales;288.1
VAUJOURS;Produit des cessions d'immobilisations;0.9
VAUJOURS;Recettes de fonctionnement;1819.4
VAUJOURS;Recettes d'investissement hors emprunts;56.7
VAUJOURS;Subventions aux personnes de droit privé;14.6
VAUJOURS;Subventions d'équipement versées;0
VAUJOURS;Epargne de gestion;121
VAUJOURS;Concours de l'Etat;298.8
VAUJOURS;Crédits de trésorerie;0
VAUJOURS;Dépenses de fonctionnement;1718
VAUJOURS;Dépenses d'équipement;994.8
VAUJOURS;Dépenses d'intervention;90.7
VAUJOURS;Dépenses d'investissement hors remb;994.8
VAUJOURS;Dépôts au Trésor;165.8
VAUJOURS;Dotation globale de fonctionnement;10.7
VAUJOURS;Encours de dette;776
VAUJOURS;Encours de dette - Dépôts et cautionnements reçus;5.2
VAUJOURS;Ventes de biens et services;109.6
VAUJOURS;Autres dépenses de fonctionnement;30.3
VAUJOURS;Autres dépenses d'investissement;0
VAUJOURS;Autres recettes de fonctionnement;29.6
VAUJOURS;Autres recettes d'investissement;0.9
VAUJOURS;Dépenses totales hors remb;2712.8
VAUJOURS;Epargne brute;101.5
VAUJOURS;Impôts et taxes;1239.6
VAUJOURS;Encours de dette - Dettes bancaires et assimilées;770.8
VAUJOURS;Frais de personnel;1091.3
VAUJOURS;Subventions reçues et participations;141.8
VAUJOURS;Recettes totales hors emprunts;1876.2
VAUJOURS;Capacité ou besoin de financement;-836.6
VAUJOURS;Emprunts hors GAD;741.8
VAUJOURS;Remboursements d'emprunts hors GAD;33.3
VAUJOURS;Annuité de la dette;52.8
VAUJOURS;Dépenses d'investissement;1028.1
VAUJOURS;Dépenses totales;2746
VAUJOURS;Epargne nette;68.2
VAUJOURS;Flux net de dette;708.6
VAUJOURS;Recettes d'investissement;798.6
VAUJOURS;Recettes totales;2618
VAUJOURS;Variation du fonds de roulement;-128
VILLEMOMBLE;Autres dotations et subventions;66.5
VILLEMOMBLE;Autres impôts et taxes;55.7
VILLEMOMBLE;Charges financières;0
VILLEMOMBLE;Achats et charges externes;327.5
VILLEMOMBLE;Autres dotations de fonctionnement;1.8
VILLEMOMBLE;FCTVA;50.2
VILLEMOMBLE;Fiscalité reversée;119.1
VILLEMOMBLE;Fonds de roulement;133.4
VILLEMOMBLE;Impôts locaux;828
VILLEMOMBLE;Péréquations et compensations fiscales;4.9
VILLEMOMBLE;Produit des cessions d'immobilisations;8.2
VILLEMOMBLE;Recettes de fonctionnement;1399.9
VILLEMOMBLE;Recettes d'investissement hors emprunts;125.2
VILLEMOMBLE;Subventions aux personnes de droit privé;53.3
VILLEMOMBLE;Subventions d'équipement versées;16.2
VILLEMOMBLE;Epargne de gestion;83.1
VILLEMOMBLE;Concours de l'Etat;242
VILLEMOMBLE;Crédits de trésorerie;0
VILLEMOMBLE;Dépenses de fonctionnement;1316
VILLEMOMBLE;Dépenses d'équipement;284.5
VILLEMOMBLE;Dépenses d'intervention;128.5
VILLEMOMBLE;Dépenses d'investissement hors remb;311.5
VILLEMOMBLE;Dépôts au Trésor;122.5
VILLEMOMBLE;Dotation globale de fonctionnement;235.3
VILLEMOMBLE;Encours de dette;13.9
VILLEMOMBLE;Encours de dette - Dépôts et cautionnements reçus;0.9
VILLEMOMBLE;Ventes de biens et services;129.2
VILLEMOMBLE;Autres dépenses de fonctionnement;27.5
VILLEMOMBLE;Autres dépenses d'investissement;10.8
VILLEMOMBLE;Autres recettes de fonctionnement;27.4
VILLEMOMBLE;Autres recettes d'investissement;8.5
VILLEMOMBLE;Dépenses totales hors remb;1627.5
VILLEMOMBLE;Epargne brute;83.9
VILLEMOMBLE;Impôts et taxes;883.7
VILLEMOMBLE;Encours de dette - Dettes bancaires et assimilées;12.9
VILLEMOMBLE;Frais de personnel;832.5
VILLEMOMBLE;Subventions reçues et participations;117.5
VILLEMOMBLE;Recettes totales hors emprunts;1525.1
VILLEMOMBLE;Capacité ou besoin de financement;-102.4
VILLEMOMBLE;Emprunts hors GAD;0.5
VILLEMOMBLE;Remboursements d'emprunts hors GAD;4.2
VILLEMOMBLE;Annuité de la dette;4.2
VILLEMOMBLE;Dépenses d'investissement;315.7
VILLEMOMBLE;Dépenses totales;1631.7
VILLEMOMBLE;Epargne nette;79.7
VILLEMOMBLE;Flux net de dette;-3.6
VILLEMOMBLE;Recettes d'investissement;125.7
VILLEMOMBLE;Recettes totales;1525.6
VILLEMOMBLE;Variation du fonds de roulement;-106
VILLEPINTE;Autres dotations et subventions;41.2
VILLEPINTE;Autres impôts et taxes;62.3
VILLEPINTE;Charges financières;19.7
VILLEPINTE;Achats et charges externes;409.9
VILLEPINTE;Autres dotations de fonctionnement;7.5
VILLEPINTE;FCTVA;59.5
VILLEPINTE;Fiscalité reversée;422
VILLEPINTE;Fonds de roulement;324.3
VILLEPINTE;Impôts locaux;1398.8
VILLEPINTE;Péréquations et compensations fiscales;11.6
VILLEPINTE;Produit des cessions d'immobilisations;64.8
VILLEPINTE;Recettes de fonctionnement;1806
VILLEPINTE;Recettes d'investissement hors emprunts;169.7
VILLEPINTE;Subventions aux personnes de droit privé;33.8
VILLEPINTE;Subventions d'équipement versées;6.9
VILLEPINTE;Epargne de gestion;269.7
VILLEPINTE;Concours de l'Etat;162.9
VILLEPINTE;Crédits de trésorerie;0
VILLEPINTE;Dépenses de fonctionnement;1556.4
VILLEPINTE;Dépenses d'équipement;271.1
VILLEPINTE;Dépenses d'intervention;86.2
VILLEPINTE;Dépenses d'investissement hors remb;278.1
VILLEPINTE;Dépôts au Trésor;379.4
VILLEPINTE;Dotation globale de fonctionnement;143.8
VILLEPINTE;Encours de dette;942.6
VILLEPINTE;Encours de dette - Dépôts et cautionnements reçus;0.5
VILLEPINTE;Ventes de biens et services;88.3
VILLEPINTE;Autres dépenses de fonctionnement;19.4
VILLEPINTE;Autres dépenses d'investissement;0.1
VILLEPINTE;Autres recettes de fonctionnement;16.5
VILLEPINTE;Autres recettes d'investissement;69.1
VILLEPINTE;Dépenses totales hors remb;1834.6
VILLEPINTE;Epargne brute;249.5
VILLEPINTE;Impôts et taxes;1461.1
VILLEPINTE;Encours de dette - Dettes bancaires et assimilées;940.9
VILLEPINTE;Frais de personnel;1021.3
VILLEPINTE;Subventions reçues et participations;77.1
VILLEPINTE;Recettes totales hors emprunts;1975.7
VILLEPINTE;Capacité ou besoin de financement;141.1
VILLEPINTE;Emprunts hors GAD;128.9
VILLEPINTE;Remboursements d'emprunts hors GAD;73.2
VILLEPINTE;Annuité de la dette;92.8
VILLEPINTE;Dépenses d'investissement;351.3
VILLEPINTE;Dépenses totales;1907.7
VILLEPINTE;Epargne nette;176.4
VILLEPINTE;Flux net de dette;55.7
VILLEPINTE;Recettes d'investissement;298.6
VILLEPINTE;Recettes totales;2104.6
VILLEPINTE;Variation du fonds de roulement;196.9
VILLETANEUSE;Autres dotations et subventions;567.5
VILLETANEUSE;Autres impôts et taxes;50.4
VILLETANEUSE;Charges financières;24.3
VILLETANEUSE;Achats et charges externes;528.8
VILLETANEUSE;Autres dotations de fonctionnement;5.9
VILLETANEUSE;FCTVA;65.1
VILLETANEUSE;Fiscalité reversée;175.7
VILLETANEUSE;Fonds de roulement;86.3
VILLETANEUSE;Impôts locaux;978.6
VILLETANEUSE;Péréquations et compensations fiscales;81.7
VILLETANEUSE;Produit des cessions d'immobilisations;36.4
VILLETANEUSE;Recettes de fonctionnement;1801.3
VILLETANEUSE;Recettes d'investissement hors emprunts;669
VILLETANEUSE;Subventions aux personnes de droit privé;16.4
VILLETANEUSE;Subventions d'équipement versées;0
VILLETANEUSE;Epargne de gestion;130.4
VILLETANEUSE;Concours de l'Etat;550.8
VILLETANEUSE;Crédits de trésorerie;0
VILLETANEUSE;Dépenses de fonctionnement;1699
VILLETANEUSE;Dépenses d'équipement;1065.1
VILLETANEUSE;Dépenses d'intervention;118.1
VILLETANEUSE;Dépenses d'investissement hors remb;1068.3
VILLETANEUSE;Dépôts au Trésor;187.5
VILLETANEUSE;Dotation globale de fonctionnement;463.1
VILLETANEUSE;Encours de dette;840.2
VILLETANEUSE;Encours de dette - Dépôts et cautionnements reçus;0.5
VILLETANEUSE;Ventes de biens et services;57.4
VILLETANEUSE;Autres dépenses de fonctionnement;36.3
VILLETANEUSE;Autres dépenses d'investissement;3.3
VILLETANEUSE;Autres recettes de fonctionnement;60.9
VILLETANEUSE;Autres recettes d'investissement;36.4
VILLETANEUSE;Dépenses totales hors remb;2767.3
VILLETANEUSE;Epargne brute;102.3
VILLETANEUSE;Impôts et taxes;1029
VILLETANEUSE;Encours de dette - Dettes bancaires et assimilées;839.8
VILLETANEUSE;Frais de personnel;991.5
VILLETANEUSE;Subventions reçues et participations;103.1
VILLETANEUSE;Recettes totales hors emprunts;2470.3
VILLETANEUSE;Capacité ou besoin de financement;-297
VILLETANEUSE;Emprunts hors GAD;235.3
VILLETANEUSE;Remboursements d'emprunts hors GAD;75.9
VILLETANEUSE;Annuité de la dette;100.2
VILLETANEUSE;Dépenses d'investissement;1144.2
VILLETANEUSE;Dépenses totales;2843.2
VILLETANEUSE;Epargne nette;26.4
VILLETANEUSE;Flux net de dette;159.5
VILLETANEUSE;Recettes d'investissement;904.4
VILLETANEUSE;Recettes totales;2705.6
VILLETANEUSE;Variation du fonds de roulement;-137.5
