"","LIBCOM","nb","zone"
"8680","Anglards-de-Salers",12,"reg84"
"8681","Anglefort",44,"reg84"
"8682","Annecy",11901,"reg84"
"8683","Annemasse",4138,"reg84"
"8684","Annonay",2435,"reg84"
"8685","Anse",537,"reg84"
"8686","Anthy-sur-Léman",23,"reg84"
"8687","Antignac",5,"reg84"
"8688","Antraigues-sur-Volane",14,"reg84"
"8689","Aouste-sur-Sye",32,"reg84"
"8690","Apinac",4,"reg84"
"8691","Apremont",15,"reg84"
"8692","Aranc",10,"reg84"
"8693","Arandas",2,"reg84"
"8694","Arbent",388,"reg84"
"8695","Arbigny",5,"reg84"
"8696","Arboys en Bugey",2,"reg84"
"8697","Arcens",20,"reg84"
"8698","Archignat",30,"reg84"
"8699","Arconsat",6,"reg84"
"8700","Ardes",12,"reg84"
"8701","Ardoix",52,"reg84"
"8702","Arfeuilles",1,"reg84"
"8703","Argentine",31,"reg84"
"8704","Argis",5,"reg84"
"8705","Arlanc",44,"reg84"
"8706","Arlebosc",11,"reg84"
"8707","Arnac",1,"reg84"
"8708","Arnas",119,"reg84"
"8709","Arpajon-sur-Cère",283,"reg84"
"8710","Arras-sur-Rhône",33,"reg84"
"8711","Ars-sur-Formans",37,"reg84"
"8712","Artemare",85,"reg84"
"8713","Arthémonay",4,"reg84"
"8714","Arvillard",31,"reg84"
"8715","Attignat",121,"reg84"
"8716","Aubenas",995,"reg84"
"8717","Aubière",1118,"reg84"
"8718","Aubigny",8,"reg84"
"8719","Aubres",7,"reg84"
"8720","Aucelon",1,"reg84"
"8721","Audes",5,"reg84"
"8722","Augerolles",15,"reg84"
"8723","Aulhat-Flat",9,"reg84"
"8724","Aulnat",685,"reg84"
"8725","Aurillac",3185,"reg84"
"8726","Aurouër",12,"reg84"
"8727","Aussois",39,"reg84"
"8728","Authezat",11,"reg84"
"8729","Autry-Issards",8,"reg84"
"8730","Auzat-la-Combelle",43,"reg84"
"8731","Aveize",32,"reg84"
"8732","Aveizieux",15,"reg84"
"8733","Avermes",393,"reg84"
"8734","Avressieux",4,"reg84"
"8735","Aydat",20,"reg84"
"8736","Ayrens",10,"reg84"
"8737","Bâgé-Dommartin",83,"reg84"
"8738","Bâgé-le-Châtel",46,"reg84"
"8739","Bagnols",3,"reg84"
"8740","Baix",22,"reg84"
"8741","Balazuc",4,"reg84"
"8742","Balbigny",161,"reg84"
"8743","Ballons",4,"reg84"
"8744","Barberaz",348,"reg84"
"8745","Barbières",42,"reg84"
"8746","Barby",342,"reg84"
"8747","Barriac-les-Bosquets",2,"reg84"
"8748","Bassens",353,"reg84"
"8749","Bassignac",6,"reg84"
"8750","Bathernay",1,"reg84"
"8751","Bayet",22,"reg84"
"8752","Beauchastel",91,"reg84"
"8753","Beaufort",131,"reg84"
"8754","Beaujeu",49,"reg84"
"8755","Beaulieu",21,"reg84"
"8756","Beaulon",37,"reg84"
"8757","Beaumont",864,"reg84"
"8758","Beaumont-lès-Valence",158,"reg84"
"8759","Beaumont-Monteux",11,"reg84"
"8760","Beauregard-Baret",15,"reg84"
"8761","Beauregard-l'Évêque",19,"reg84"
"8762","Beauregard-Vendon",4,"reg84"
"8763","Beausemblant",47,"reg84"
"8764","Beauvallon",96,"reg84"
"8765","Beauvène",6,"reg84"
"8766","Bellegarde-en-Forez",48,"reg84"
"8767","Bellenaves",43,"reg84"
"8768","Bellerive-sur-Allier",685,"reg84"
"8769","Belleville",1153,"reg84"
"8770","Belmont-d'Azergues",37,"reg84"
"8771","Belmont-de-la-Loire",32,"reg84"
"8772","Belmont-Tramonet",6,"reg84"
"8773","Berrias-et-Casteljau",23,"reg84"
"8774","Bert",7,"reg84"
"8775","Berzème",5,"reg84"
"8776","Bésayes",44,"reg84"
"8777","Bessay-sur-Allier",67,"reg84"
"8778","Besse",4,"reg84"
"8779","Besse-et-Saint-Anastaise",66,"reg84"
"8780","Bessenay",57,"reg84"
"8781","Bézenet",12,"reg84"
"8782","Bibost",8,"reg84"
"8783","Billom",181,"reg84"
"8784","Biollet",2,"reg84"
"8785","Biozat",4,"reg84"
"8786","Bizeneuille",7,"reg84"
"8787","Blacé",48,"reg84"
"8788","Blanzat",277,"reg84"
"8789","Blot-l'Église",2,"reg84"
"8790","Boën-sur-Lignon",180,"reg84"
"8791","Boffres",28,"reg84"
"8792","Boisset",6,"reg84"
"8793","Boisset-lès-Montrond",11,"reg84"
"8794","Boisset-Saint-Priest",23,"reg84"
"8795","Bonlieu-sur-Roubion",9,"reg84"
"8796","Bonson",291,"reg84"
"8797","Borée",4,"reg84"
"8798","Bort-l'Étang",3,"reg84"
"8799","Boucé",12,"reg84"
"8800","Bouchet",9,"reg84"
"8801","Boucieu-le-Roi",8,"reg84"
"8802","Boulieu-lès-Annonay",79,"reg84"
"8803","Bourbon-l'Archambault",74,"reg84"
"8804","Bourdeaux",31,"reg84"
"8805","Bourg-Argental",203,"reg84"
"8806","Bourg-de-Péage",850,"reg84"
"8807","Bourg-Lastic",14,"reg84"
"8808","Bourg-Saint-Andéol",484,"reg84"
"8809","Bouzel",6,"reg84"
"8810","Braize",10,"reg84"
"8811","Brassac-les-Mines",136,"reg84"
"8812","Bresnay",2,"reg84"
"8813","Bressolles",15,"reg84"
"8814","Brezons",2,"reg84"
"8815","Briennon",27,"reg84"
"8816","Brignais",1029,"reg84"
"8817","Brindas",243,"reg84"
"8818","Bromont-Lamothe",18,"reg84"
"8819","Bron",4630,"reg84"
"8820","Brossainc",6,"reg84"
"8821","Broût-Vernet",12,"reg84"
"8822","Brugheas",17,"reg84"
"8823","Brullioles",23,"reg84"
"8824","Brussieu",29,"reg84"
"8825","Bully",36,"reg84"
"8826","Burdignes",5,"reg84"
"8827","Burzet",9,"reg84"
"8828","Busset",12,"reg84"
"8829","Bussières",30,"reg84"
"8830","Bussy-Albieux",4,"reg84"
"8831","Buxières-les-Mines",77,"reg84"
"8832","Buxières-sous-Montaigut",4,"reg84"
"8833","Cailloux-sur-Fontaines",27,"reg84"
"8834","Caluire-et-Cuire",3625,"reg84"
"8835","Calvinet",8,"reg84"
"8836","Cassaniouze",11,"reg84"
"8837","Cayrols",4,"reg84"
"8838","Cébazat",685,"reg84"
"8839","Celles-sur-Durolle",11,"reg84"
"8840","Cellieu",34,"reg84"
"8841","Cercié",51,"reg84"
"8842","Cérilly",23,"reg84"
"8843","Ceyrat",318,"reg84"
"8844","Ceyzériat",12,"reg84"
"8845","Ceyzérieu",4,"reg84"
"8846","Chabanière",69,"reg84"
"8847","Chabreloche",39,"reg84"
"8848","Chadeleuf",3,"reg84"
"8849","Chagnon",7,"reg84"
"8850","Chalain-le-Comtal",15,"reg84"
"8851","Chalamont",194,"reg84"
"8852","Chaleins",46,"reg84"
"8853","Chalencon",2,"reg84"
"8854","Chaley",8,"reg84"
"8855","Challes-la-Montagne",4,"reg84"
"8856","Challex",40,"reg84"
"8857","Chalmazel-Jeansagnière",2,"reg84"
"8858","Chalvignac",3,"reg84"
"8859","Chamalières",848,"reg84"
"8860","Chambaron sur Morge",20,"reg84"
"8861","Chambéon",12,"reg84"
"8862","Chambéry",7877,"reg84"
"8863","Chamblet",30,"reg84"
"8864","Chamboeuf",29,"reg84"
"8865","Chambon-sur-Dolore",3,"reg84"
"8866","Chambon-sur-Lac",5,"reg84"
"8867","Chambonas",17,"reg84"
"8868","Chambost-Allières",62,"reg84"
"8869","Chambost-Longessaigne",20,"reg84"
"8870","Chamelet",12,"reg84"
"8871","Chamousset",26,"reg84"
"8872","Chamoux-sur-Gelon",62,"reg84"
"8873","Champagnac",21,"reg84"
"8874","Champagne",28,"reg84"
"8875","Champagne-au-Mont-d'Or",582,"reg84"
"8876","Champagne-en-Valromey",49,"reg84"
"8877","Champagneux",11,"reg84"
"8878","Champagny-en-Vanoise",45,"reg84"
"8879","Champdieu",54,"reg84"
"8880","Champdor-Corcelles",36,"reg84"
"8881","Champeix",15,"reg84"
"8882","Champfromier",64,"reg84"
"8883","Champs-sur-Tarentaine-Marchal",33,"reg84"
"8884","Chamrousse",76,"reg84"
"8885","Chanay",19,"reg84"
"8886","Chanaz",42,"reg84"
"8887","Chandolas",1,"reg84"
"8888","Chandon",30,"reg84"
"8889","Chanéac",4,"reg84"
"8890","Chaneins",23,"reg84"
"8891","Chanoz-Châtenay",3,"reg84"
"8892","Chantelle",24,"reg84"
"8893","Chapdes-Beaufort",18,"reg84"
"8894","Chapeau",5,"reg84"
"8895","Chaponnay",88,"reg84"
"8896","Chaponost",416,"reg84"
"8897","Chappes",39,"reg84"
"8898","Charbonnier-les-Mines",42,"reg84"
"8899","Charbonnières-les-Bains",256,"reg84"
"8900","Charbonnières-les-Varennes",6,"reg84"
"8901","Charbonnières-les-Vieilles",11,"reg84"
"8902","Chareil-Cintrat",8,"reg84"
"8903","Charensat",2,"reg84"
"8904","Charentay",32,"reg84"
"8905","Charix",3,"reg84"
"8906","Charlieu",309,"reg84"
"8907","Charly",92,"reg84"
"8908","Charmeil",27,"reg84"
"8909","Charmes-sur-Rhône",162,"reg84"
"8910","Charnas",23,"reg84"
"8911","Charnoz-sur-Ain",16,"reg84"
"8912","Chasselay",81,"reg84"
"8913","Chassenard",14,"reg84"
"8914","Chassiers",12,"reg84"
"8915","Chassieu",613,"reg84"
"8916","Château-Gaillard",80,"reg84"
"8917","Château-sur-Allier",3,"reg84"
"8918","Châteaugay",141,"reg84"
"8919","Châteauneuf",20,"reg84"
"8920","Châteauneuf-de-Galaure",55,"reg84"
"8921","Châteauneuf-de-Vernoux",6,"reg84"
"8922","Châteauneuf-du-Rhône",55,"reg84"
"8923","Châteauneuf-sur-Isère",79,"reg84"
"8924","Châtel",6,"reg84"
"8925","Châtel-de-Neuvre",14,"reg84"
"8926","Châtel-Guyon",41,"reg84"
"8927","Châtel-Montagne",2,"reg84"
"8928","Châteldon",19,"reg84"
"8929","Châtenay",6,"reg84"
"8930","Châtillon",25,"reg84"
"8931","Châtillon-en-Diois",14,"reg84"
"8932","Châtillon-en-Michaille",258,"reg84"
"8933","Châtillon-la-Palud",25,"reg84"
"8934","Châtillon-Saint-Jean",39,"reg84"
"8935","Châtillon-sur-Chalaronne",454,"reg84"
"8936","Chatuzange-le-Goubet",17,"reg84"
"8937","Chaudes-Aigues",19,"reg84"
"8938","Chauriat",38,"reg84"
"8939","Chaussan",20,"reg84"
"8940","Chavanay",104,"reg84"
"8941","Chavroches",4,"reg84"
"8942","Chazay-d'Azergues",68,"reg84"
"8943","Chazelles-sur-Lyon",413,"reg84"
"8944","Chazemais",13,"reg84"
"8945","Chemilly",20,"reg84"
"8946","Cheminas",20,"reg84"
"8947","Chénas",11,"reg84"
"8948","Chenereilles",3,"reg84"
"8949","Chessy",35,"reg84"
"8950","Chevagnes",17,"reg84"
"8951","Chevinay",15,"reg84"
"8952","Chevrières",7,"reg84"
"8953","Cheylade",1,"reg84"
"8954","Chignin",17,"reg84"
"8955","Chindrieux",50,"reg84"
"8956","Chomérac",58,"reg84"
"8957","Chuyer",9,"reg84"
"8958","Civens",10,"reg84"
"8959","Civrieux-d'Azergues",66,"reg84"
"8960","Claveisolles",11,"reg84"
"8961","Clavières",9,"reg84"
"8962","Clérieux",5,"reg84"
"8963","Clermont-Ferrand",21250,"reg84"
"8964","Cléry",16,"reg84"
"8965","Cliousclat",8,"reg84"
"8966","Cobonne",5,"reg84"
"8967","Cognat-Lyonne",16,"reg84"
"8968","Cognin",709,"reg84"
"8969","Cogny",45,"reg84"
"8970","Cohennoz",6,"reg84"
"8971","Coise",20,"reg84"
"8972","Coise-Saint-Jean-Pied-Gauthier",20,"reg84"
"8973","Collonges-au-Mont-d'Or",169,"reg84"
"8974","Colombier",4,"reg84"
"8975","Colombier-Saugnieu",34,"reg84"
"8976","Colonzelle",12,"reg84"
"8977","Coltines",9,"reg84"
"8978","Combovin",5,"reg84"
"8979","Combre",6,"reg84"
"8980","Combronde",75,"reg84"
"8981","Commelle-Vernay",27,"reg84"
"8982","Commentry",914,"reg84"
"8983","Communay",255,"reg84"
"8984","Condat",23,"reg84"
"8985","Condat-en-Combraille",4,"reg84"
"8986","Condrieu",305,"reg84"
"8987","Conjux",10,"reg84"
"8988","Corbas",545,"reg84"
"8989","Corcelles-en-Beaujolais",12,"reg84"
"8990","Cordelle",15,"reg84"
"8991","Coren",2,"reg84"
"8992","Corent",4,"reg84"
"8993","Cornas",43,"reg84"
"8994","Cosne-d'Allier",147,"reg84"
"8995","Cottance",6,"reg84"
"8996","Coucouron",33,"reg84"
"8997","Coudes",48,"reg84"
"8998","Coulandon",2,"reg84"
"8999","Coulanges",14,"reg84"
"9000","Couleuvre",14,"reg84"
"9001","Courchevel",386,"reg84"
"9002","Cournon-d'Auvergne",1967,"reg84"
"9003","Courpière",240,"reg84"
"9004","Cours",256,"reg84"
"9005","Courtes",2,"reg84"
"9006","Courzieu",30,"reg84"
"9007","Coutouvre",17,"reg84"
"9008","Coux",14,"reg84"
"9009","Couzon",6,"reg84"
"9010","Couzon-au-Mont-d'Or",112,"reg84"
"9011","Craintilleux",10,"reg84"
"9012","Crandelles",19,"reg84"
"9013","Craponne",696,"reg84"
"9014","Créchy",4,"reg84"
"9015","Cremeaux",12,"reg84"
"9016","Crépol",37,"reg84"
"9017","Crest",658,"reg84"
"9018","Crest-Voland",16,"reg84"
"9019","Creuzier-le-Neuf",24,"reg84"
"9020","Creuzier-le-Vieux",74,"reg84"
"9021","Crevant-Laveine",3,"reg84"
"9022","Croizet-sur-Gand",19,"reg84"
"9023","Cros-de-Géorand",6,"reg84"
"9024","Cros-de-Montvert",1,"reg84"
"9025","Crozes-Hermitage",10,"reg84"
"9026","Cruas",206,"reg84"
"9027","Cruet",16,"reg84"
"9028","CSZ",1,"reg84"
"9029","Cublize",36,"reg84"
"9030","Cuinzier",10,"reg84"
"9031","Cunlhat",58,"reg84"
"9032","Curienne",28,"reg84"
"9033","Curis-au-Mont-d'Or",25,"reg84"
"9034","Cusset",1420,"reg84"
"9035","Cuzieu",10,"reg84"
"9036","Dallet",13,"reg84"
"9037","Darbres",2,"reg84"
"9038","Dardilly",513,"reg84"
"9039","Dargoire",4,"reg84"
"9040","Davayat",14,"reg84"
"9041","Davézieux",136,"reg84"
"9042","Débats-Rivière-d'Orpra",4,"reg84"
"9043","Décines-Charpieu",2764,"reg84"
"9044","Deneuille-les-Mines",7,"reg84"
"9045","Denicé",40,"reg84"
"9046","Désaignes",32,"reg84"
"9047","Désertines",200,"reg84"
"9048","Deux-Chaises",15,"reg84"
"9049","Devesset",6,"reg84"
"9050","Die",211,"reg84"
"9051","Dieulefit",150,"reg84"
"9052","Diou",52,"reg84"
"9053","Divajeu",20,"reg84"
"9054","Doizieux",15,"reg84"
"9055","Domaize",5,"reg84"
"9056","Domérat",409,"reg84"
"9057","Domessin",30,"reg84"
"9058","Dommartin",22,"reg84"
"9059","Dompierre-sur-Besbre",350,"reg84"
"9060","Donzère",444,"reg84"
"9061","Dorat",3,"reg84"
"9062","Dornas",4,"reg84"
"9063","Doyet",18,"reg84"
"9064","Drugeac",6,"reg84"
"9065","Drumettaz-Clarafond",82,"reg84"
"9066","Duerne",23,"reg84"
"9067","Durdat-Larequille",30,"reg84"
"9068","Durtol",112,"reg84"
"9069","Ébreuil",28,"reg84"
"9070","Échalas",13,"reg84"
"9071","Échassières",14,"reg84"
"9072","Échevis",3,"reg84"
"9073","Eclassan",22,"reg84"
"9074","Écoche",3,"reg84"
"9075","École",6,"reg84"
"9076","Écully",2244,"reg84"
"9077","Égliseneuve-d'Entraigues",6,"reg84"
"9078","Empurany",12,"reg84"
"9079","Ennezat",111,"reg84"
"9080","Entraigues",4,"reg84"
"9081","Entrelacs",151,"reg84"
"9082","Entremont-le-Vieux",19,"reg84"
"9083","Enval",3,"reg84"
"9084","Épercieux-Saint-Paul",21,"reg84"
"9085","Épierre",38,"reg84"
"9086","Épinouze",55,"reg84"
"9087","Érôme",12,"reg84"
"9088","Escurolles",33,"reg84"
"9089","Espeluche",22,"reg84"
"9090","Espinasse",6,"reg84"
"9091","Espinasse-Vozelle",10,"reg84"
"9092","Espinchal",3,"reg84"
"9093","Essertines-en-Donzy",8,"reg84"
"9094","Esserts-Blay",15,"reg84"
"9095","Estandeuil",5,"reg84"
"9096","Estivareilles",29,"reg84"
"9097","Étables",13,"reg84"
"9098","Étoile-sur-Rhône",154,"reg84"
"9099","Étroussat",3,"reg84"
"9100","Eurre",17,"reg84"
"9101","Éveux",17,"reg84"
"9102","Eymeux",17,"reg84"
"9103","F",1,"reg84"
"9104","Fayet-Ronaye",2,"reg84"
"9105","Félines",64,"reg84"
"9106","Ferrières-sur-Sichon",2,"reg84"
"9107","Feurs",645,"reg84"
"9108","Feyzin",1182,"reg84"
"9109","Fillière",173,"reg84"
"9110","Firminy",3115,"reg84"
"9111","Flaviac",62,"reg84"
"9112","Fleurie",44,"reg84"
"9113","Fleurieu-sur-Saône",20,"reg84"
"9114","Fleurieux-sur-l'Arbresle",38,"reg84"
"9115","Flumet",28,"reg84"
"9116","Fontaines-Saint-Martin",55,"reg84"
"9117","Fontaines-sur-Saône",749,"reg84"
"9118","Fontanès",14,"reg84"
"9119","Fontanges",5,"reg84"
"9120","Fontcouverte-la-Toussuire",20,"reg84"
"9121","Fourneaux",109,"reg84"
"9122","Fournols",17,"reg84"
"9123","Fraisses",353,"reg84"
"9124","Franchesse",4,"reg84"
"9125","Francheville",1002,"reg84"
"9126","Freix-Anglards",2,"reg84"
"9127","Freney",9,"reg84"
"9128","Fréterive",7,"reg84"
"9129","Frontenas",12,"reg84"
"9130","Frontenex",250,"reg84"
"9131","Gannat",263,"reg84"
"9132","Gannay-sur-Loire",6,"reg84"
"9133","Garnat-sur-Engièvre",16,"reg84"
"9134","Gelles",16,"reg84"
"9135","Genas",466,"reg84"
"9136","Genay",388,"reg84"
"9137","Genilac",57,"reg84"
"9138","Génissieux",42,"reg84"
"9139","Gennetines",13,"reg84"
"9140","Gerzat",1007,"reg84"
"9141","Geyssans",8,"reg84"
"9142","Giat",18,"reg84"
"9143","Gilly-sur-Isère",47,"reg84"
"9144","Gimeaux",2,"reg84"
"9145","Giou-de-Mamou",7,"reg84"
"9146","Givors",3450,"reg84"
"9147","Glaine-Montaigut",3,"reg84"
"9148","Gleizé",820,"reg84"
"9149","Glénat",6,"reg84"
"9150","Gouttières",4,"reg84"
"9151","Grammond",11,"reg84"
"9152","Grandris",53,"reg84"
"9153","Grane",16,"reg84"
"9154","Gravières",10,"reg84"
"9155","Gresin",10,"reg84"
"9156","Grésy-sur-Aix",254,"reg84"
"9157","Grésy-sur-Isère",87,"reg84"
"9158","Grézieu-la-Varenne",362,"reg84"
"9159","Grézieu-le-Marché",24,"reg84"
"9160","Grézieux-le-Fromental",10,"reg84"
"9161","Grézolles",4,"reg84"
"9162","Grignan",23,"reg84"
"9163","Grignon",67,"reg84"
"9164","Grigny",1204,"reg84"
"9165","Grospierres",30,"reg84"
"9166","Guilherand-Granges",203,"reg84"
"9167","Gumières",3,"reg84"
"9168","Haut-Bocage",29,"reg84"
"9169","Haute-Rivoire",52,"reg84"
"9170","Hauteluce",25,"reg84"
"9171","Hauterive",38,"reg84"
"9172","Hauterives",61,"reg84"
"9173","Hérisson",9,"reg84"
"9174","Hermillon",14,"reg84"
"9175","Hostun",27,"reg84"
"9176","Huriel",73,"reg84"
"9177","Hyds",4,"reg84"
"9178","Irigny",672,"reg84"
"9179","Issoire",1490,"reg84"
"9180","Jacob-Bellecombette",615,"reg84"
"9181","Jaleyrac",9,"reg84"
"9182","Jaligny-sur-Besbre",9,"reg84"
"9183","Jarnosse",4,"reg84"
"9184","Jarsy",2,"reg84"
"9185","Jas",4,"reg84"
"9186","Jaujac",8,"reg84"
"9187","Jenzat",5,"reg84"
"9188","Joannas",5,"reg84"
"9189","Job",10,"reg84"
"9190","Jonage",21,"reg84"
"9191","Jons",14,"reg84"
"9192","Jonzieux",9,"reg84"
"9193","Joursac",1,"reg84"
"9194","Joux",25,"reg84"
"9195","Joyeuse",51,"reg84"
"9196","Joze",7,"reg84"
"9197","Jozerand",5,"reg84"
"9198","Juliénas",13,"reg84"
"9199","Jumeaux",15,"reg84"
"9200","Junhac",2,"reg84"
"9201","Juré",2,"reg84"
"9202","Jussac",41,"reg84"
"9203","L'Abergement-Clémenciat",22,"reg84"
"9204","L'Arbresle",636,"reg84"
"9205","L'Étrat",176,"reg84"
"9206","L'Hôpital-le-Grand",9,"reg84"
"9207","L'Horme",642,"reg84"
"9208","La Bâthie",110,"reg84"
"9209","La Bâtie-Rolland",35,"reg84"
"9210","La Bauche",16,"reg84"
"9211","La Baume-Cornillane",5,"reg84"
"9212","La Baume-d'Hostun",18,"reg84"
"9213","La Baume-de-Transit",24,"reg84"
"9214","La Bégude-de-Mazenc",16,"reg84"
"9215","La Bénisson-Dieu",9,"reg84"
"9216","La Bourboule",47,"reg84"
"9217","La Chabanne",1,"reg84"
"9218","La Chambre",93,"reg84"
"9219","La Chapelaude",7,"reg84"
"9220","La Chapelle",6,"reg84"
"9221","La Chapelle-aux-Chasses",4,"reg84"
"9222","La Chapelle-d'Alagnon",1,"reg84"
"9223","La Chapelle-du-Mont-du-Chat",12,"reg84"
"9224","La Chapelle-Laurent",16,"reg84"
"9225","La Chapelle-sur-Coise",9,"reg84"
"9226","La Chavanne",20,"reg84"
"9227","La Compôte",13,"reg84"
"9228","La Coucourde",36,"reg84"
"9229","La Crouzille",4,"reg84"
"9230","La Ferté-Hauterive",10,"reg84"
"9231","La Forie",4,"reg84"
"9232","La Fouillouse",151,"reg84"
"9233","La Garde-Adhémar",9,"reg84"
"9234","La Goutelle",4,"reg84"
"9235","La Grand-Croix",590,"reg84"
"9236","La Gresle",8,"reg84"
"9237","La Laupie",34,"reg84"
"9238","La Léchère",3,"reg84"
"9239","La Monnerie-le-Montel",38,"reg84"
"9240","La Mulatière",683,"reg84"
"9241","La Pacaudière",43,"reg84"
"9242","La Petite-Marche",2,"reg84"
"9243","La Plagne Tarentaise",4,"reg84"
"9244","La Ravoire",831,"reg84"
"9245","La Ricamarie",1552,"reg84"
"9246","La Roche-Blanche",51,"reg84"
"9247","La Roche-de-Glun",63,"reg84"
"9248","La Roche-sur-Foron",793,"reg84"
"9249","La Roche-sur-Grane",4,"reg84"
"9250","La Rochette",397,"reg84"
"9251","La Souche",2,"reg84"
"9252","La Thuile",6,"reg84"
"9253","La Tour",20,"reg84"
"9254","La Tour-d'Auvergne",15,"reg84"
"9255","La Tour-de-Salvagny",155,"reg84"
"9256","La Trinité",4,"reg84"
"9257","La Vernaz",8,"reg84"
"9258","La Voulte-sur-Rhône",562,"reg84"
"9259","Labégude",33,"reg84"
"9260","Labesserette",2,"reg84"
"9261","Lablachère",3,"reg84"
"9262","Labrousse",7,"reg84"
"9263","Lacapelle-del-Fraisse",1,"reg84"
"9264","Lacapelle-Viescamp",2,"reg84"
"9265","Lacenas",31,"reg84"
"9266","Ladinhac",4,"reg84"
"9267","Laféline",4,"reg84"
"9268","Lafeuillade-en-Vézie",14,"reg84"
"9269","Laissaud",25,"reg84"
"9270","Lalizolle",6,"reg84"
"9271","Lamaids",11,"reg84"
"9272","Lamontgie",4,"reg84"
"9273","Lamure-sur-Azergues",40,"reg84"
"9274","Lancié",28,"reg84"
"9275","Landry",41,"reg84"
"9276","Lanobre",14,"reg84"
"9277","Lantignié",20,"reg84"
"9278","Lapalisse",119,"reg84"
"9279","Lapeyrouse",11,"reg84"
"9280","Lapeyrouse-Mornay",24,"reg84"
"9281","Laprugne",4,"reg84"
"9282","Laps",7,"reg84"
"9283","Laqueuille",14,"reg84"
"9284","Larajasse",18,"reg84"
"9285","Larnage",9,"reg84"
"9286","Laroquebrou",41,"reg84"
"9287","Lascelle",10,"reg84"
"9288","Laurac-en-Vivarais",28,"reg84"
"9289","Lavault-Sainte-Anne",27,"reg84"
"9290","Laveissenet",3,"reg84"
"9291","Laveissière",5,"reg84"
"9292","Laveyron",87,"reg84"
"9293","Laveyrune",4,"reg84"
"9294","Lavilledieu",42,"reg84"
"9295","Lay",4,"reg84"
"9296","Le Béage",10,"reg84"
"9297","Le Bessat",14,"reg84"
"9298","Le Brethon",2,"reg84"
"9299","Le Breuil",2,"reg84"
"9300","Le Breuil-sur-Couze",18,"reg84"
"9301","Le Cendre",418,"reg84"
"9302","Le Cergne",8,"reg84"
"9303","Le Chambon-Feugerolles",2256,"reg84"
"9304","Le Châtelard",70,"reg84"
"9305","Le Cheix",4,"reg84"
"9306","Le Cheylard",267,"reg84"
"9307","Le Coteau",780,"reg84"
"9308","Le Crest",12,"reg84"
"9309","Le Crozet",6,"reg84"
"9310","Le Donjon",58,"reg84"
"9311","Le Grand-Serre",52,"reg84"
"9312","Le Mayet-d'École",2,"reg84"
"9313","Le Mayet-de-Montagne",100,"reg84"
"9314","Le Montet",45,"reg84"
"9315","Le Perréon",27,"reg84"
"9316","Le Pin",11,"reg84"
"9317","Le Poët-Laval",44,"reg84"
"9318","Le Poët-Sigillat",4,"reg84"
"9319","Le Reposoir",20,"reg84"
"9320","Le Rouget-Pers",34,"reg84"
"9321","Le Sappey",4,"reg84"
"9322","Le Teil",679,"reg84"
"9323","Le Theil",4,"reg84"
"9324","Le Vernet",23,"reg84"
"9325","Le Veurdre",36,"reg84"
"9326","Le Vigean",8,"reg84"
"9327","Leigneux",6,"reg84"
"9328","Lempdes",850,"reg84"
"9329","Lemps",1,"reg84"
"9330","Lempty",3,"reg84"
"9331","Lens-Lestang",34,"reg84"
"9332","Lentigny",11,"reg84"
"9333","Lentilly",360,"reg84"
"9334","Les Allues",173,"reg84"
"9335","Les Ancizes-Comps",98,"reg84"
"9336","Les Avanchers-Valmorel",45,"reg84"
"9337","Les Belleville",259,"reg84"
"9338","Les Chères",30,"reg84"
"9339","Les Déserts",18,"reg84"
"9340","Les Échelles",134,"reg84"
"9341","Les Granges-Gontardes",21,"reg84"
"9342","Les Haies",23,"reg84"
"9343","Les Halles",25,"reg84"
"9344","Les Martres-d'Artière",13,"reg84"
"9345","Les Martres-de-Veyre",104,"reg84"
"9346","Les Olmes",21,"reg84"
"9347","Les Pilles",5,"reg84"
"9348","Les Sauvages",44,"reg84"
"9349","Les Ternes",1,"reg84"
"9350","Les Vans",111,"reg84"
"9351","Les Villards-sur-Thônes",13,"reg84"
"9352","Létra",11,"reg84"
"9353","Leynhac",4,"reg84"
"9354","Lézigneux",9,"reg84"
"9355","Lezoux",185,"reg84"
"9356","Lignerolles",10,"reg84"
"9357","Limas",370,"reg84"
"9358","Limoise",6,"reg84"
"9359","Limonest",236,"reg84"
"9360","Limons",4,"reg84"
"9361","Lissieu",112,"reg84"
"9362","Livron-sur-Drôme",316,"reg84"
"9363","Loire-sur-Rhône",114,"reg84"
"9364","Longessaigne",9,"reg84"
"9365","Lorette",450,"reg84"
"9366","Loriges",18,"reg84"
"9367","Loriol-sur-Drôme",347,"reg84"
"9368","Loubeyrat",7,"reg84"
"9369","Louchy-Montfand",8,"reg84"
"9370","Louroux-de-Bouble",5,"reg84"
"9371","Lozanne",102,"reg84"
"9372","Luc-en-Diois",16,"reg84"
"9373","Lucenay",13,"reg84"
"9374","Lupé",5,"reg84"
"9375","Lurcy-Lévis",70,"reg84"
"9376","Luriecq",8,"reg84"
"9377","Lus-la-Croix-Haute",14,"reg84"
"9378","Lusigny",22,"reg84"
"9379","Lussat",18,"reg84"
"9380","Luzillat",3,"reg84"
"9381","Lyon 1er Arrondissement",2569,"reg84"
"9382","Lyon 2e Arrondissement",2199,"reg84"
"9383","Lyon 3e Arrondissement",8596,"reg84"
"9384","Lyon 4e Arrondissement",2674,"reg84"
"9385","Lyon 5e Arrondissement",2973,"reg84"
"9386","Lyon 6e Arrondissement",2506,"reg84"
